ts_code,symbol,name,market,area,industry,ths_industry,ths_concepts,pe,pb,total_mv,circ_mv,turnover_rate,turnover_rate_f,list_date,cr_end_date,current_ratio,fcf_end_date,fcf
000809.SZ,000809,和展能源,主板,辽宁,电气设备,工业(A股),风电|股权转让(并购重组)|氢能源|光伏建筑一体化|储能|绿色电力,,1.2757,338989.2214,338989.2214,10.5739,16.0928,19980616,20260331,1.7298,20260331,-189560247.0
000810.SZ,000810,创维数字,主板,四川,家用电器,信息技术(A股),物联网|融资融券|文化传媒概念|安防|智能穿戴|智能家居|在线教育|家用电器|汽车电子|5G|无人机|深股通|虚拟现实|人工智能|OLED|芯片概念|智能音箱|腾讯概念|小米概念|百度概念|消费电子概念|华为概念|柔性屏(折叠屏)|眼科医疗|华为海思概念股|MiniLED|数据中心|储能|鸿蒙概念|元宇宙|WiFi6|数字经济|F5G概念|Web3.0|AIGC概念|ChatGPT概念|数据要素|MR(混合现实)|空间计算|星闪概念|智能座舱|短剧游戏|长安汽车概念|AI眼镜|西部大开发,77.1217,2.1055,1387135.8683,1339391.0471,1.8786,4.1224,19980602,20260331,1.6227,20260331,-1555466206.1000001
000811.SZ,000811,冰轮环境,主板,山东,工程机械,工业(A股),融资融券|创投|海工装备|天然气|新能源汽车|冷链物流|机器人概念|3D打印|核电|水利|体育产业|深股通|军工|人工智能|智能物流|燃料电池|氢能源|冰雪产业|数据中心|中芯国际概念|碳中和|储能|海峡两岸|中俄贸易概念|空气能热泵|宠物经济|国企改革|固态电池|超导概念|液冷服务器|可控核聚变|回购增持再贷款概念|雅下水电概念,56.5713,4.8874,3192801.6777,3147498.9058,5.3883,8.5096,19980528,20260331,1.6533,20260331,-414584664.09000003
000812.SZ,000812,陕西金叶,主板,陕西,广告包装,工业(A股),融资融券|创投|在线教育|民营医院|职业教育|参股券商|信托概念|烟草|物业管理|西部大开发,,1.9258,287405.8511,287329.2788,2.941,3.5117,19980623,20260331,0.3381,20260331,-121744238.38
000813.SZ,000813,德展健康,主板,新疆,化学制药,医疗保健(A股),融资融券|民营医院|养老概念|深股通|工业大麻|生物疫苗|仿制药一致性评价|NMN概念|医美概念|CRO概念|重组蛋白|创新药|国企改革|减肥药|合成生物|西部大开发,,1.4949,687850.6171,687737.4571,2.0135,3.391,19980519,20260331,16.6933,20260331,-64751718.26
000815.SZ,000815,美利云,主板,宁夏,通信设备,原材料(A股),融资融券|央企国企改革|深股通|数据中心|绿色电力|东数西算(算力)|国资云|国企改革|算力租赁|西部大开发|云计算,184.0717,8.7172,1226443.9937,1226443.9937,10.5147,15.734,19980609,20260331,3.2836,20260331,16487287.829999998
000816.SZ,000816,智慧农业,主板,江苏,农用机械,工业(A股),融资融券|小金属概念|农村电商|乡村振兴|农机|数字乡村|储能|盐湖提锂|金属锌|金属铅|金属铜|减速器,,2.0117,392140.6092,390106.9585,1.6895,2.2734,19970818,20260331,1.5638,20260331,-88197644.08
000818.SZ,000818,航锦科技,主板,辽宁,化工原料,原材料(A股),融资融券|创投|5G|卫星导航|深股通|军工|人工智能|军民融合|芯片概念|燃料电池|氢能源|数据中心|环氧丙烷|东数西算(算力)|国企改革|共封装光学(CPO)|存储芯片|英伟达概念|算力租赁|铜缆高速连接|DeepSeek概念|云计算,,4.7325,1034220.0611,1031417.3249,4.8614,6.668,19971017,20260331,0.7843,20260331,161928234.23
000819.SZ,000819,岳阳兴长,主板,湖南,石油加工,原材料(A股),融资融券|央企国企改革|深股通|锂电池概念|消毒剂|国企改革|POE胶膜,,2.8972,602292.3448,595817.6588,6.8432,10.3063,19970625,20260331,1.2352,20260331,-31686152.91
000820.SZ,000820,*ST节能,主板,江西,综合类,工业(A股),固废处理|光伏概念|ST板块|储能|金属铜,,28.4162,244397.8577,112253.4795,1.9787,2.0329,19980630,20260331,0.9766,20260331,-28967638.0
000821.SZ,000821,ST京机,主板,湖北,电气设备,工业(A股),高端装备|新能源汽车|特斯拉概念|机器人概念|光伏概念|无人机|ST板块|锂电池概念|人工智能|智能物流|独角兽概念|HJT电池|储能|钙钛矿电池|TOPCON电池|回购增持再贷款概念,29.7831,1.4108,588616.6652,571394.972,1.9207,2.4853,19980626,20260331,1.2751,20260331,-176412872.35
000822.SZ,000822,山东海化,主板,山东,化工原料,原材料(A股),融资融券|污水处理|深股通|氢能源|钒电池|国企改革|固态电池,,1.2008,449336.1469,449336.1469,1.7061,2.8595,19980703,20260331,0.8719,20260331,-726726794.08
000823.SZ,000823,超声电子,主板,广东,元器件,信息技术(A股),融资融券|苹果概念|汽车电子|5G|无人机|卫星导航|证金持股|深股通|虚拟现实|无人驾驶|消费电子概念|数据中心|传感器|东数西算(算力)|PCB概念|比亚迪概念|国企改革|共封装光学(CPO)|毫米波雷达|商业航天|AI眼镜,40.7249,1.934,905921.6857,905883.3166,13.4321,19.3241,19971008,20260331,1.9949,20260331,-25842735.689999998
000825.SZ,000825,太钢不锈,主板,山西,特种钢,原材料(A股),中证500成份股|融资融券|特钢概念|一带一路|光伏概念|核电|央企国企改革|深股通|军工|芯片概念|燃料电池|华为概念|柔性屏(折叠屏)|氢能源|超超临界发电|比亚迪概念|国企改革|可控核聚变|商业航天|华为手机|AI应用,442.1844,0.6972,2278499.1184,2278499.1184,0.4648,1.267,19981021,20260331,0.6607,20260331,247277374.77999997
000826.SZ,000826,*ST启环,主板,湖北,环境保护,工业(A股),新疆振兴|智慧城市|固废处理|污水处理|新能源汽车|车联网(车路协同)|PPP概念|地下管网|ST板块|乡村振兴|锂电池概念|人工智能|无人驾驶|雄安新区|垃圾分类|医疗废物处理|碳中和|绿色电力|动力电池回收|土壤修复|数字经济|新型城镇化|生物质能发电|多模态AI,,,324980.5405,324935.3703,2.8388,3.3266,19980225,20260331,0.5226,20260331,83701473.53999999
000828.SZ,000828,东莞控股,主板,广东,路桥,工业(A股),融资融券|新能源汽车|充电桩|粤港澳大湾区|期货概念|参股券商|PPP概念|深股通|动力电池回收|国企改革|高股息精选,12.9134,1.0493,1063425.8828,1063425.8828,0.5318,1.7623,19970617,20260331,2.2712,20260331,413234298.34
000829.SZ,000829,天音控股,主板,江西,其他商业,非日常生活消费品(A股),融资融券|苹果概念|创投|智能穿戴|一带一路|粤港澳大湾区|深股通|深圳国企改革|虚拟现实|人工智能|腾讯概念|独角兽概念|百度概念|消费电子概念|华为概念|华为汽车|抖音概念(字节概念)|新型烟草(电子烟)|拼多多概念|鸿蒙概念|Web3.0|国企改革|数据确权|AI手机|华为手机|AI智能体,,3.2297,935916.6999,935030.3878,2.1163,3.254,19971202,20260331,0.8767,20260331,-2016094208.83
000830.SZ,000830,鲁西化工,主板,山东,化工原料,原材料(A股),中证500成份股|融资融券|煤化工概念|天然气|生态农业|氟化工概念|央企国企改革|深股通|乡村振兴|氢能源|磷化工|消毒剂|有机硅概念|化肥|国企改革,28.3745,1.3269,2572734.9839,2572542.1192,1.4463,2.832,19980807,20260331,0.4071,20260331,285713512.25
000831.SZ,000831,中国稀土,主板,江西,小金属,原材料(A股),中证500成份股|融资融券|稀土永磁|小金属概念|央企国企改革|深股通|中字头股票|国企改革|同花顺中特估100,315.0278,10.9894,5436634.1943,5436634.1943,2.6632,4.298,19980911,20260331,7.1136,20260331,77305046.26
000833.SZ,000833,粤桂股份,主板,广西,综合类,日常消费品(A股),融资融券|土地流转|粤港澳大湾区|光伏概念|深股通|乡村振兴|锂电池概念|农业种植|磷化工|化肥|TOPCON电池|国企改革|西部大开发|2025年报预增|2026一季报预增,40.1078,4.6323,1924997.3304,1088884.8624,5.9303,7.2569,19981111,20260331,1.2251,20260331,-463158774.19
000837.SZ,000837,秦川机床,主板,陕西,机床制造,工业(A股),融资融券|高端装备|新能源汽车|机器人概念|风电|深股通|军工|工业互联网|航空发动机|工业母机|传感器|比亚迪概念|减速器|国企改革|新型工业化|人形机器人|西部大开发,242.1793,2.6007,1280978.5879,1261268.9779,3.489,6.381,19980928,20260331,1.5635,20260331,-27740298.6
000838.SZ,000838,*ST发展,主板,重庆,区域地产,房地产(A股),固废处理|污水处理|ST板块|股权转让(并购重组)|租售同权|西部大开发,,,200284.1149,191785.3856,4.5972,6.9053,19970626,20260331,0.75,20260331,-531307.36
000839.SZ,000839,国安股份,主板,北京,综合类,通讯业务(A股),创投|文化传媒概念|互联网金融|网络安全|京津冀一体化|深股通|乡村振兴|人工智能|物业管理|虚拟数字人|智慧政务|国企改革|数据要素|AI语料|AI智能体|DeepSeek概念|AI应用,127.3274,7.7234,1199466.8637,1199466.8637,2.2033,3.4666,19971031,20260331,0.6071,20260331,-121381226.3
000848.SZ,000848,承德露露,主板,河北,软饮料,日常消费品(A股),融资融券|京津冀一体化|深股通|网红经济|高股息精选|回购增持再贷款概念,14.2809,2.4132,895560.065,887784.497,1.663,2.9336,19971113,20260331,3.5879,20260331,15586737.190000005
000850.SZ,000850,华茂股份,主板,安徽,纺织,非日常生活消费品(A股),融资融券|创投|冷链物流|小金属概念|参股券商|参股保险|参股银行|金属锌|金属铅|金属铜|数字经济|国企改革,18.9295,0.8705,389733.6487,389614.0249,1.0729,2.0022,19981007,20260331,1.7242,20260331,-162005905.21
000852.SZ,000852,石化机械,主板,湖北,化工机械,能源(A股),融资融券|页岩气|海工装备|高端装备|天然气|一带一路|央企国企改革|地下管网|深股通|雄安新区|可燃冰|燃料电池|工业互联网|氢能源|储能|专精特新|俄乌冲突概念|数字经济|国企改革,536.172,1.8619,582184.3226,578860.7593,1.6874,3.5159,19981126,20260331,1.1846,20260331,-574436058.8499999
000856.SZ,000856,冀东装备,主板,河北,专用机械,工业(A股),智能电网|建筑节能|高端装备|京津冀一体化|机器人概念|水泥概念|国企改革,85.5323,5.3394,223368.0,223368.0,9.3014,13.2877,19980813,20260331,1.0699,20260331,-79636554.17999999
000858.SZ,000858,五粮液,主板,四川,白酒,日常消费品(A股),沪深300样本股|融资融券|白酒概念|参股券商|证金持股|深股通|超级品牌|同花顺漂亮100|国企改革|高股息精选|西部大开发,36.136,2.528,32357084.3297,32356295.6274,0.7144,1.5905,19980427,20260331,2.5596,20260331,-2881814876.19
000859.SZ,000859,国风新材,主板,安徽,塑料,原材料(A股),融资融券|新能源汽车|一带一路|深股通|雄安新区|芯片概念|装配式建筑|柔性屏(折叠屏)|光刻胶|国企改革,,3.4578,932711.2981,932658.2071,10.728,15.1341,19981119,20260331,1.1066,20260331,-63734389.7
000860.SZ,000860,顺鑫农业,主板,北京,白酒,日常消费品(A股),融资融券|白酒概念|猪肉|深股通|国企改革,,1.21,830779.0277,830779.0277,1.1549,1.8736,19981104,20260331,1.6421,20260331,-382808292.69
000862.SZ,000862,银星能源,主板,宁夏,新型电力,公用事业(A股),智能电网|央企国企改革|风电|深股通|碳中和|绿色电力|国企改革|西部大开发,137.0795,1.4025,609521.9181,416970.1464,5.1071,6.7159,19980915,20260331,0.7546,20260331,-80145726.25999999
000863.SZ,000863,三湘印象,主板,上海,区域地产,房地产(A股),融资融券|创投|文化传媒概念|智能家居|一带一路|旅游概念|深股通|虚拟现实|人工智能|租售同权|长三角一体化|物业管理|光伏建筑一体化|元宇宙|数字经济|Web3.0|IP经济(谷子经济),,1.4621,636397.0628,626973.299,1.9971,3.7158,19970925,20260331,2.6184,20260331,59516380.63
000868.SZ,000868,安凯客车,主板,安徽,汽车整车,非日常生活消费品(A股),融资融券|新能源汽车|深股通|无人驾驶|燃料电池|国企改革,,4.7163,378624.4382,295531.4532,1.5309,2.2869,19970725,20260331,0.9435,20260331,-305897948.62
000869.SZ,000869,张裕Ａ,主板,山东,红黄酒,日常消费品(A股),融资融券|旅游概念|深股通|超级品牌|国企改革,169.2623,1.1505,1206692.875,835586.1736,0.2899,1.2036,20001026,20260331,4.246,20260331,167564210.0
000875.SZ,000875,电投绿能,主板,吉林,火力发电,公用事业(A股),融资融券|充电桩|一带一路|机器人概念|央企国企改革|风电|PPP概念|深股通|乡村振兴|华为概念|氢能源|储能|抽水蓄能|绿色电力|超超临界发电|国企改革,49.4602,1.4488,2546343.9795,2346350.3156,4.5863,6.5093,20020926,20260331,0.6041,20260331,-103325510.60000002
000876.SZ,000876,新希望,主板,四川,饲料,日常消费品(A股),沪深300样本股|融资融券|一带一路|猪肉|农村电商|深股通|乡村振兴|养鸡|参股银行|预制菜|西部大开发,,1.7639,3606722.9648,3604502.902,0.5161,1.1377,19980311,20260331,0.5338,20260331,-116376468.57999998
000877.SZ,000877,天山股份,主板,新疆,水泥,原材料(A股),融资融券|新疆振兴|一带一路|央企国企改革|深股通|水泥概念|绿色电力|国企改革|西部大开发,,0.4272,3157058.3121,3157057.6461,0.2359,1.2509,19990107,20260331,0.5384,20260331,-4444377490.82
000878.SZ,000878,云南铜业,主板,云南,铜,原材料(A股),中证500成份股|融资融券|黄金概念|小金属概念|期货概念|央企国企改革|深股通|金属铜|国企改革|西部大开发,34.7345,2.5296,4520543.0506,3734749.1898,2.8549,4.3125,19980602,20260331,1.6842,20260331,-2900376555.55
000880.SZ,000880,潍柴重机,主板,山东,专用机械,工业(A股),融资融券|海工装备|深股通|数据中心|国企改革|中国AI 50,64.3648,7.1594,1545080.486,756226.2708,15.2556,15.2556,19980402,20260331,0.9524,20260331,-31084009.39
000881.SZ,000881,中广核技,主板,辽宁,化工原料,原材料(A股),污水处理|高端装备|一带一路|机器人概念|粤港澳大湾区|光伏概念|3D打印|医疗器械概念|5G|大飞机|核电|深股通|乡村振兴|航运概念|中字头股票|雄安新区|芯片概念|医疗废物处理|可降解塑料|传感器|幽门螺杆菌概念|先进封装|国企改革|核污染防治|PEEK材料|低空经济|光纤概念,,1.4704,731759.5808,699488.8397,1.1814,2.0154,19980902,20260331,1.6292,20260331,-13445423.91
000882.SZ,000882,华联股份,主板,北京,其他商业,房地产(A股),文化传媒概念|互联网金融|京津冀一体化|深股通|物业管理,,0.619,405128.0882,404811.7114,2.2685,3.1599,19980616,20260331,1.3558,20260331,19628334.330000002
000883.SZ,000883,湖北能源,主板,湖北,水力发电,公用事业(A股),中证500成份股|融资融券|页岩气|天然气|核电|央企国企改革|风电|证金持股|深股通|储能|抽水蓄能|绿色电力|超超临界发电|国企改革|回购增持再贷款概念,18.9453,0.9575,3617567.0789,3311068.167,0.8,3.125,19980519,20260331,0.5847,20260331,-49698972.55999994
000885.SZ,000885,城发环境,主板,河南,环境保护,工业(A股),融资融券|固废处理|污水处理|深股通|百度概念|氢能源|垃圾分类|医疗废物处理|碳中和|绿色电力|数字经济|碳交易|生物质能发电|国企改革,6.924,0.874,855890.3139,855890.3139,0.6858,2.3489,19990319,20260331,1.1739,20260331,34056537.870000005
000886.SZ,000886,海南高速,主板,海南,区域地产,房地产(A股),旅游概念|水利|车联网(车路协同)|深股通|股权转让(并购重组)|化债概念(AMC概念)|自由贸易港|参股银行|数据中心|抖音概念(字节概念)|海南自贸区|物业管理|东数西算(算力)|数字经济|国企改革|算力租赁|低空经济|回购增持再贷款概念|2025年报预增,31.5258,1.5344,487492.3519,482069.0305,1.8138,2.4853,19980123,20260331,3.0646,20260331,53753370.54
000887.SZ,000887,中鼎股份,主板,安徽,汽车配件,非日常生活消费品(A股),中证500成份股|融资融券|新能源汽车|充电桩|特斯拉概念|机器人概念|医疗器械概念|汽车电子|高铁|无人机|深股通|军工|无人驾驶|燃料电池|宁德时代概念|华为汽车|数据中心|储能|传感器|比亚迪概念|汽车热管理|减速器|毫米波雷达|液冷服务器|算力租赁|长安汽车概念|飞行汽车(eVTOL)|低空经济|人形机器人,17.4522,1.8929,2773843.8969,2769378.8711,5.3698,9.0293,19981203,20260331,1.8136,20260331,153805148.8
000888.SZ,000888,峨眉山Ａ,主板,四川,旅游景点,非日常生活消费品(A股),融资融券|旅游概念|体育产业|深股通|啤酒概念|冰雪产业|NFT概念|智慧政务|国企改革|低空经济|西部大开发|IP经济(谷子经济),25.0732,2.0246,551678.0178,551678.0178,1.1662,1.9307,19971021,20260331,3.0275,20260331,49279074.87
000889.SZ,000889,中嘉博创,主板,河北,通信设备,信息技术(A股),互联网金融|5G|阿里巴巴概念|摘帽|腾讯概念|小米概念|百度概念|华为概念|抖音概念(字节概念)|算力租赁,,53.1158,368898.6997,342718.9875,7.6852,10.3843,19971218,20260331,0.9802,20260331,-62620880.449999996
000890.SZ,000890,法尔胜,主板,江苏,环境保护,原材料(A股),污水处理|独角兽概念|储能|净水概念|光纤概念,,228.9791,447610.7339,447596.9461,10.182,17.0821,19990119,20260331,0.6297,20260331,-42159122.8
000892.SZ,000892,欢瑞世纪,主板,重庆,影视音像,通讯业务(A股),文化传媒概念|深股通|人工智能|虚拟数字人|AIGC概念|短剧游戏|西部大开发|IP经济(谷子经济)|AI智能体|AI应用,,6.6408,401221.0135,290732.1097,3.3299,4.528,19990115,20260331,1.52,20260331,-37850062.480000004
000893.SZ,000893,亚钾国际,主板,广东,农药化肥,原材料(A股),中证500成份股|融资融券|一带一路|深股通|化肥|供销社|2025年报预增,27.2921,3.2854,4564812.8638,4010323.2406,2.0682,3.0698,19981224,20260331,0.952,20260331,171950669.15999997
000895.SZ,000895,双汇发展,主板,河南,食品,日常消费品(A股),沪深300样本股|融资融券|猪肉|证金持股|深股通|超级品牌|养鸡|人造肉|预制菜|统一大市场|高股息精选,16.6425,4.2721,8495349.2943,8494241.6131,0.7328,2.4707,19981210,20260331,1.2025,20260331,806729937.77
001896.SZ,001896,豫能控股,主板,河南,火力发电,公用事业(A股),融资融券|创投|充电桩|风电|深股通|人工智能|智能物流|工业互联网|华为概念|数据中心|煤炭概念|碳中和|光伏建筑一体化|储能|抽水蓄能|绿色电力|东数西算(算力)|超超临界发电|虚拟电厂|国企改革,64.6884,7.0868,2525168.1012,2525168.1012,11.5735,30.3371,19980122,20260331,0.6673,20260331,258427893.62000006
000897.SZ,000897,津滨发展,主板,天津,区域地产,房地产(A股),天津自贸区|京津冀一体化|雄安新区|国企改革,,1.0587,318602.6301,318596.4049,0.8292,1.0486,19990422,20260331,2.8747,20260331,-237867852.96
000898.SZ,000898,鞍钢股份,主板,辽宁,普钢,原材料(A股),中证500成份股|融资融券|煤化工概念|海工装备|特钢概念|央企国企改革|证金持股|深股通|氢能源|数据中心|金属回收|比亚迪概念|国企改革|数据要素|回购增持再贷款概念,,0.4569,1939428.8004,1647197.3267,0.4362,1.6885,19971225,20260331,0.5634,20260331,-451000000.0
000899.SZ,000899,赣能股份,主板,江西,火力发电,公用事业(A股),融资融券|核电|深股通|储能|抽水蓄能|绿色电力|超超临界发电|国企改革,12.4357,1.8811,1251794.5661,1251794.5661,2.6945,9.1602,19971126,20260331,0.6854,20260331,846572517.49
000900.SZ,000900,现代投资,主板,湖南,路桥,工业(A股),融资融券|固废处理|互联网金融|充电桩|期货概念|参股券商|证金持股|PPP概念|深股通|参股银行|垃圾分类|医疗废物处理|预制菜|国企改革|高股息精选,14.7078,0.5319,594988.7069,594953.4269,0.9368,1.7528,19990128,20260331,0.4728,20260331,-50358367.75000001
000901.SZ,000901,航天科技,主板,黑龙江,汽车配件,非日常生活消费品(A股),智能电网|物联网|融资融券|智慧城市|新能源汽车|一带一路|京津冀一体化|汽车电子|无人机|卫星导航|央企国企改革|车联网(车路协同)|深股通|军工|无人驾驶|军民融合|智能物流|工业互联网|数字孪生|人民币贬值受益|黑龙江自贸区|传感器|俄乌冲突概念|中俄贸易概念|国企改革|智能座舱|商业航天|2025年报预增,226.3419,3.7434,1590017.2008,1590001.215,3.2396,4.9768,19990401,20260331,2.4056,20260331,-83579367.97999999
000902.SZ,000902,新洋丰,主板,湖北,农药化肥,原材料(A股),融资融券|生态农业|氟化工概念|农村电商|深股通|乡村振兴|锂电池概念|大豆|数字乡村|磷化工|化肥,10.7706,1.4119,1736551.892,1581611.9599,1.2365,2.5756,19990408,20260331,1.3401,20260331,257469194.10999995
000903.SZ,000903,ST云动,主板,云南,汽车配件,工业(A股),移动支付|新能源汽车|机器人概念|汽车电子|无人机|ST板块|乡村振兴|农机|无人驾驶|芯片概念|人脸识别|智能物流|燃料电池|华为概念|氢能源|传感器|国企改革|长安汽车概念|低空经济|西部大开发,,5.6302,346337.1494,343726.835,1.7085,2.5831,19990415,20260331,0.5139,20260331,-252622000.09
000905.SZ,000905,厦门港务,主板,福建,港口,工业(A股),融资融券|一带一路|福建自贸区|跨境电商|深股通|航运概念|股权转让(并购重组)|自由贸易港|智能物流|绿色电力|海峡两岸|统一大市场|国企改革,72.1928,1.6307,1485242.5202,714360.7159,1.5069,3.1498,19990429,20260331,0.8364,20260331,-465754301.25
000906.SZ,000906,浙商中拓,主板,浙江,仓储物流,工业(A股),新能源汽车|深股通|装配式建筑|工业互联网|煤炭概念|储能|中俄贸易概念|统一大市场|国企改革|ERP概念,20.9028,0.9403,465539.0454,460013.2852,2.1042,3.9288,19990707,20260331,1.2231,20260331,-9364253587.92
000908.SZ,000908,ST景峰,主板,湖南,化学制药,医疗保健(A股),医疗器械概念|基因测序|ST板块|眼科医疗|仿制药一致性评价|流感|消毒剂|医美概念|创新药,,6.1117,1275672.809,637836.2595,1.0379,1.3902,19990203,20260331,4.4735,20260331,-74560380.28999999
000909.SZ,000909,*ST数源,主板,浙江,区域地产,房地产(A股),智慧城市|充电桩|5G|车联网(车路协同)|ST板块|无人驾驶|消费电子概念|云办公|物业管理|共同富裕示范区|元宇宙|换电概念|智慧政务|国企改革,,3.3795,207038.8379,207037.0996,1.9658,3.3567,19990507,20260331,0.4746,20260331,-6022642.11
000910.SZ,000910,大亚圣象,主板,江苏,家居用品,原材料(A股),融资融券|锂电池概念,277.8639,0.5743,370588.1075,370441.537,1.5864,2.9628,19990630,20260331,2.8834,20260331,-559556245.99
000911.SZ,000911,*ST广糖,主板,广西,食品,日常消费品(A股),土地流转|冷链物流|ST板块|智能物流|国企改革|西部大开发,,,226180.6972,226180.6972,1.5982,3.4156,19990527,20260331,0.6636,20260331,-797753975.88
000912.SZ,000912,泸天化,主板,四川,农药化肥,原材料(A股),融资融券|煤化工概念|深股通|乡村振兴|化肥|国企改革|西部大开发|回购增持再贷款概念,189.4197,0.9491,602112.0,602112.0,2.0277,3.6208,19990603,20260331,1.4652,20260331,113796007.67999999
000913.SZ,000913,钱江摩托,主板,浙江,摩托车,非日常生活消费品(A股),融资融券|创投|新能源汽车|深股通|锂电池概念|冰雪产业|共同富裕示范区|中俄贸易概念|两轮车|高股息精选,6.6209,1.214,646959.119,639206.1876,1.2485,2.3688,19990514,20260331,1.6202,20260331,-360814661.37
000915.SZ,000915,华特达因,主板,山东,化学制药,医疗保健(A股),融资融券|污水处理|三胎概念|举牌|医药电商|深股通|流感|消毒剂|创新药|国企改革|高股息精选|维生素,12.0388,2.1679,644177.2523,643767.5138,0.8494,1.2438,19990609,20260331,12.0622,20260331,-762722.1000000015
000917.SZ,000917,电广传媒,主板,湖南,广告包装,通讯业务(A股),物联网|融资融券|创投|文化传媒概念|智能家居|旅游概念|网络游戏|深股通|华为概念|露营经济|国企改革|IP经济(谷子经济),81.7505,1.0937,1125539.7324,1125462.7342,1.9938,2.3924,19990325,20260331,1.8205,20260331,210779690.26
000919.SZ,000919,金陵药业,主板,江苏,化学制药,医疗保健(A股),创投|民营医院|养老概念|医疗器械概念|仿制药一致性评价|医美概念|创新药|高压氧舱|国企改革,73.4802,1.041,396165.9243,396065.4057,1.8605,3.1923,19991118,20260331,3.9274,20260331,-10622344.41
000920.SZ,000920,沃顿科技,主板,贵州,塑料,原材料(A股),污水处理|央企国企改革|参股券商|深股通|芯片概念|参股银行|盐湖提锂|净水概念|国企改革|西部大开发,25.2439,2.7681,556747.677,556721.172,3.134,6.7109,19990616,20260331,2.7991,20260331,-21661498.48
000921.SZ,000921,海信家电,主板,山东,家用电器,非日常生活消费品(A股),中证500成份股|融资融券|新能源汽车|智能家居|家用电器|深股通|汽车热管理|空气能热泵|人形机器人|高股息精选|DeepSeek概念,10.6779,1.8393,3402603.8971,2255853.9186,0.7995,1.9644,19990713,20260331,1.1484,20260331,513136069.40999997
000922.SZ,000922,佳电股份,主板,黑龙江,电气设备,工业(A股),融资融券|新能源汽车|机器人概念|核电|水利|央企国企改革|风电|深股通|军工|氢能源|黑龙江自贸区|国企改革,45.0024,2.4779,1143389.5743,966457.9373,3.2465,5.103,19990618,20260331,1.815,20260331,-567154719.5799999
000923.SZ,000923,河钢资源,主板,河北,普钢,原材料(A股),融资融券|京津冀一体化|深股通|雄安新区|人民币贬值受益|金属铜|国企改革|同花顺中特估100|回购增持再贷款概念,19.2175,1.0854,1090057.3649,1048595.2612,3.0214,4.8001,19990714,20260331,5.1575,20260331,-24830651.88000001
000925.SZ,000925,众合科技,主板,浙江,运输设备,工业(A股),智慧城市|一带一路|机器人概念|医疗器械概念|高铁|无人机|卫星导航|车联网(车路协同)|深股通|乡村振兴|人工智能|无人驾驶|芯片概念|工业互联网|华为概念|数字孪生|数据中心|元宇宙|虚拟数字人|东数西算(算力)|数字经济|机器视觉|先进封装|信创|数据确权|ChatGPT概念|数字水印|时空大数据|数据要素|空间计算|算力租赁|多模态AI|低空经济|合成生物|商业航天|回购增持再贷款概念,,1.693,545154.1055,542634.9122,6.7807,6.7807,19990611,20260331,1.2025,20260331,-277521107.57
000926.SZ,000926,福星股份,主板,湖北,区域地产,房地产(A股),融资融券|文化传媒概念|装配式建筑|华为概念|碳中和|碳交易|新型城镇化,,0.7213,377532.6514,372850.5674,11.8489,15.0329,19990618,20260331,1.2972,20260331,25549176.290000003
000927.SZ,000927,中国铁物,主板,天津,仓储物流,工业(A股),融资融券|充电桩|一带一路|冷链物流|高铁|央企国企改革|深股通|人工智能|中字头股票|智能物流|水泥概念|中俄贸易概念|统一大市场|国企改革,28.8901,1.6893,1663847.2513,1663846.4098,1.4983,4.781,19990727,20260331,1.8171,20260331,526279529.25
000928.SZ,000928,中钢国际,主板,吉林,建筑工程,工业(A股),融资融券|一带一路|3D打印|央企国企改革|深股通|中字头股票|医疗废物处理|碳中和|中俄贸易概念|数字经济|超超临界发电|国企改革|同花顺中特估100|高股息精选,18.2123,1.0281,883741.0865,883730.2757,1.6567,3.2265,19990312,20260331,1.2253,20260331,-307334952.83
000929.SZ,000929,*ST兰黄,主板,甘肃,啤酒,日常消费品(A股),污水处理|ST板块|股权转让(并购重组)|啤酒概念|西部大开发,,5.5818,194682.768,194670.4257,2.4219,3.2949,19990623,20260331,2.1021,20260331,-98283373.53999999
000930.SZ,000930,中粮科技,主板,安徽,农业综合,日常消费品(A股),融资融券|生态农业|白酒概念|央企国企改革|深股通|中字头股票|玉米|可降解塑料|代糖概念|碳交易|粮食概念|国企改革,252.5733,0.9313,969062.9307,969013.6978,0.7239,1.6367,19990712,20260331,1.1697,20260331,-1119830736.42
000931.SZ,000931,中关村,主板,北京,化学制药,医疗保健(A股),融资融券|创投|京津冀一体化|养老概念|雄安新区|仿制药一致性评价|创新药,67.4717,1.9954,323091.4753,322191.6692,0.8757,1.2773,19990712,20260331,1.1659,20260331,44243240.20999999
000932.SZ,000932,华菱钢铁,主板,湖南,普钢,原材料(A股),中证500成份股|融资融券|海工装备|特钢概念|新能源汽车|高铁|核电|举牌|深股通|军工|华为概念|绿色电力|国企改革|同花顺中特估100|回购增持再贷款概念,10.8408,0.5068,2830127.5831,2830127.5831,1.8706,4.0756,19990803,20260331,0.9372,20260331,-3140013194.7799997
000933.SZ,000933,神火股份,主板,河南,铝,原材料(A股),中证500成份股|融资融券|风电|深股通|锂电池概念|宁德时代概念|煤炭概念|俄乌冲突概念|国企改革|2026一季报预增,18.0746,2.6918,7239545.1604,7234445.2504,3.569,5.3045,19990831,20260331,0.9048,20260331,3875128744.4
