ts_code,symbol,name,market,area,industry,ths_industry,ths_concepts,pe,pb,total_mv,circ_mv,turnover_rate,turnover_rate_f,list_date,cr_end_date,current_ratio,fcf_end_date,fcf
000001.SZ,000001,平安银行,主板,深圳,银行,金融(A股),沪深300样本股|融资融券|证金持股|深股通|跨境支付(CIPS)|高股息精选,4.9115,0.4512,20938985.7356,20938643.1046,0.4315,1.0261,19910403,20260331,,20260331,37630000000.0
000002.SZ,000002,万科Ａ,主板,深圳,全国地产,房地产(A股),沪深300样本股|融资融券|冷链物流|机器人概念|粤港澳大湾区|养老概念|体育产业|证金持股|深股通|租售同权|装配式建筑|超级品牌|智能物流|冰雪产业|物业管理|同花顺漂亮100|空间计算,,0.3659,4044510.5107,3294041.2582,1.3015,1.9534,19910129,20260331,1.2194,20260331,-2626526845.42
000004.SZ,000004,*ST国华,主板,深圳,软件服务,信息技术(A股),物联网|互联网金融|手机游戏|网络安全|粤港澳大湾区|5G|车联网(车路协同)|ST板块|人工智能|人脸识别|工业互联网|华为概念|电力物联网|抖音概念(字节概念)|储能|鸿蒙概念|数据安全|东数西算(算力)|信创|云计算,,,,,,,19901201,20260331,1.1145,20260331,-28174585.049999997
000006.SZ,000006,深振业Ａ,主板,深圳,区域地产,房地产(A股),融资融券|粤港澳大湾区|证金持股|深股通|深圳国企改革|物业管理|新型城镇化|国企改革,,2.5798,1385094.9172,1385084.452,2.5985,4.1241,19920427,20260331,1.757,20260331,169611055.34
000007.SZ,000007,全新好,主板,深圳,其他商业,房地产(A股),粤港澳大湾区|物业管理,2198.531,23.6585,423705.9578,423705.9578,3.3125,4.9879,19920413,20260331,1.7639,20260331,82842871.02
000008.SZ,000008,神州高铁,主板,北京,运输设备,信息技术(A股),融资融券|智慧城市|一带一路|机器人概念|高铁|职业教育|央企国企改革|PPP概念|深股通|锂电池概念|智能物流|腾讯概念|华为概念|国企改革,,3.2346,698109.0645,698088.3167,1.0992,1.8053,19920507,20260331,0.8436,20260331,-71975463.2
000009.SZ,000009,中国宝安,主板,深圳,电气设备,工业(A股),中证500成份股|融资融券|石墨烯|创投|新能源汽车|土地流转|充电桩|一带一路|机器人概念|粤港澳大湾区|黄金概念|3D打印|小金属概念|举牌|深股通|军工|农机|锂电池概念|无线充电|燃料电池|石墨电极|宁德时代概念|氢能源|金属钴|物业管理|储能|钠离子电池|动力电池回收|硅能源|金属镍|金属回收|比亚迪概念|高压快充|减速器|固态电池|液冷服务器|人形机器人,96.1608,1.9466,1952464.9715,1950047.492,0.7714,1.245,19910625,20260331,2.1217,20260331,-1036225754.25
000010.SZ,000010,*ST美丽,主板,深圳,建筑工程,工业(A股),水利|PPP概念|ST板块|煤炭概念|抽水蓄能|东数西算(算力)|新型城镇化,,7.8513,231080.1107,174496.5691,1.5086,1.8006,19951027,20260331,0.9087,20260331,-41206041.97
000011.SZ,000011,深物业A,主板,深圳,房产服务,房地产(A股),一带一路|粤港澳大湾区|深股通|深圳国企改革|化债概念(AMC概念)|物业管理|新型城镇化|国企改革,129.4494,1.3031,438640.6117,387485.9996,0.7126,2.0058,19920330,20260331,1.9998,20260331,-301959744.42999995
000012.SZ,000012,南玻Ａ,主板,深圳,玻璃,原材料(A股),融资融券|建筑节能|特斯拉概念|一带一路|光伏概念|汽车电子|深股通|军工|OLED|雄安新区|消费电子概念|光伏建筑一体化|硅能源,108.9464,1.0504,1369110.965,881692.4691,8.1769,13.4704,19920228,20260331,1.0022,20260331,-111199525.0
000014.SZ,000014,沙河股份,主板,深圳,全国地产,房地产(A股),智能家居|粤港澳大湾区|深圳国企改革|股权转让(并购重组)|物业管理|国企改革,,1.9105,263830.3842,263830.3842,2.4016,3.6397,19920602,20260331,3.0922,20260331,940509.3400000001
000016.SZ,000016,*ST康佳A,主板,深圳,家用电器,非日常生活消费品(A股),污水处理|创投|智能穿戴|智能家居|家用电器|5G|央企国企改革|PPP概念|ST板块|人工智能|股权转让(并购重组)|网约车|芯片概念|腾讯概念|工业互联网|消费电子概念|无线耳机|MiniLED|鸿蒙概念|海峡两岸|PCB概念|MicroLED概念|国企改革|存储芯片|星闪概念|DeepSeek概念,,,857228.5652,568387.3928,3.7863,5.6361,19920327,20260331,0.6496,20260331,-117320204.15
000017.SZ,000017,深中华A,主板,深圳,服饰,非日常生活消费品(A股),智能穿戴|粤港澳大湾区|黄金概念|锂电池概念|两轮车|2025年报预增,93.1667,9.8166,383186.8227,245097.0048,1.4134,2.6018,19920331,20260331,5.2877,20260331,-43015066.86
000019.SZ,000019,深粮控股,主板,深圳,农业综合,工业(A股),一带一路|冷链物流|深股通|深圳国企改革|数字乡村|预制菜|粮食概念|国企改革,30.9913,1.4915,753758.0561,272198.9902,2.0172,3.1014,19921012,20260331,1.9812,20260331,202834483.81
000020.SZ,000020,深华发Ａ,主板,深圳,元器件,信息技术(A股),粤港澳大湾区|物业管理,103.6262,8.266,367260.1114,234971.5121,2.5534,7.476,19920428,20260331,1.8309,20260331,1208131.88
000021.SZ,000021,深科技,主板,深圳,元器件,信息技术(A股),中证500成份股|智能电网|物联网|融资融券|新能源汽车|机器人概念|医疗器械概念|汽车电子|无人机|央企国企改革|深股通|芯片概念|区块链|智能物流|人民币贬值受益|超级电容|第三代半导体|储能|数字经济|虚拟电厂|先进封装|国企改革|共封装光学(CPO)|存储芯片,59.2598,5.0373,6730015.2795,6729029.037,17.0551,25.9254,19940202,20260331,1.3966,20260331,-270872297.39
001872.SZ,001872,招商港口,主板,深圳,港口,工业(A股),融资融券|一带一路|粤港澳大湾区|央企国企改革|深股通|航运概念|国企改革|同花顺中特估100|高股息精选|回购增持再贷款概念,12.0668,0.8482,5564413.4888,5161087.9347,0.1095,1.225,19930505,20260331,0.7748,20260331,638209524.1
000025.SZ,000025,特力Ａ,主板,深圳,综合类,非日常生活消费品(A股),融资融券|粤港澳大湾区|黄金概念|深股通|深圳国企改革|物业管理|国企改革,44.1119,3.3884,630207.2638,574241.9038,1.0699,2.3193,19930621,20260331,1.197,20260331,114559053.93
000026.SZ,000026,飞亚达,主板,深圳,服饰,非日常生活消费品(A股),智能穿戴|机器人概念|央企国企改革|深股通|减速器|国企改革|人形机器人|商业航天,113.1074,2.9065,987629.593,887340.8241,7.9082,14.3019,19930603,20260331,7.9789,20260331,176816444.29000002
000027.SZ,000027,深圳能源,主板,深圳,火力发电,公用事业(A股),中证500成份股|融资融券|新疆振兴|固废处理|创投|特高压|天然气|充电桩|粤港澳大湾区|参股券商|风电|PPP概念|深股通|深圳国企改革|华为概念|氢能源|垃圾分类|数据中心|碳中和|光伏建筑一体化|储能|绿色电力|碳交易|超超临界发电|虚拟电厂|国企改革|DeepSeek概念,17.2351,1.0836,3625131.116,3625131.116,1.4304,5.7253,19930903,20260331,1.2039,20260331,-972076227.6100001
000028.SZ,000028,国药一致,主板,深圳,医药商业,医疗保健(A股),融资融券|智能医疗|冷链物流|医疗器械概念|央企国企改革|医药电商|深股通|智能物流|医美概念|国企改革|2025年报预增,11.5534,0.6945,1312380.4516,1127248.6203,0.3293,0.9088,19930809,20260331,1.5565,20260331,-2962303639.7200003
000029.SZ,000029,深深房Ａ,主板,深圳,区域地产,房地产(A股),融资融券|粤港澳大湾区|深股通|深圳国企改革|物业管理|国企改革,252.5203,6.9853,2524091.7,2224691.7,0.9854,3.2168,19930915,20260331,8.5346,20260331,12312193.93
000030.SZ,000030,富奥股份,主板,吉林,汽车配件,非日常生活消费品(A股),融资融券|新能源汽车|汽车电子|参股保险|车联网(车路协同)|证金持股|深股通|锂电池概念|无人驾驶|小米概念|宁德时代概念|华为汽车|储能|换电概念|动力电池回收|比亚迪概念|汽车热管理|国企改革|智能座舱|长安汽车概念|小米汽车|飞行汽车(eVTOL)|低空经济,11.6267,0.9572,816910.1514,793680.3833,0.6453,2.3278,19930929,20260331,1.3148,20260331,-447432069.79999995
000031.SZ,000031,大悦城,主板,深圳,全国地产,房地产(A股),融资融券|粤港澳大湾区|央企国企改革|证金持股|深股通|物业管理|新型城镇化|国企改革,,1.0855,1110155.1548,1110152.9176,0.6552,2.1328,19931008,20260331,1.5925,20260331,-937347691.8299999
000032.SZ,000032,深桑达Ａ,主板,深圳,建筑工程,工业(A股),中证500成份股|融资融券|智慧城市|智能医疗|安防|粤港澳大湾区|高铁|央企国企改革|阿里巴巴概念|体育产业|深股通|乡村振兴|人工智能|芯片概念|工业互联网|柔性屏(折叠屏)|数字孪生|数字乡村|国产操作系统|数据中心|抖音概念(字节概念)|中芯国际概念|碳中和|专精特新|元宇宙|绿色电力|数据安全|智慧政务|东数西算(算力)|数字经济|国资云|华为鲲鹏|生物质能发电|信创|国企改革|数据确权|数据要素|算力租赁|可控核聚变|低空经济|AI语料|商业航天|智谱AI|AI智能体|DeepSeek概念|云计算|AI应用,,3.0122,2224993.3184,2083603.3575,2.5243,4.5255,19931028,20260331,1.2441,20260331,773628195.72
000034.SZ,000034,神州数码,主板,深圳,软件服务,非日常生活消费品(A股),中证500成份股|物联网|融资融券|网络安全|机器人概念|阿里巴巴概念|深股通|乡村振兴|人工智能|无人驾驶|芯片概念|区块链|腾讯概念|消费电子概念|华为概念|数字孪生|华为海思概念股|数据中心|抖音概念(字节概念)|鸿蒙概念|数据安全|东数西算(算力)|华为鲲鹏|信创|ChatGPT概念|存储芯片|液冷服务器|英伟达概念|算力租赁|华为昇腾|低空经济|AI PC|回购增持再贷款概念|智谱AI|AI智能体|DeepSeek概念|云计算|AI应用,54.1866,2.5303,2833653.4408,2366575.0357,7.7292,8.2559,19940509,20260331,1.2088,20260331,-2580854594.08
000035.SZ,000035,中国天楹,主板,江苏,环境保护,工业(A股),融资融券|固废处理|一带一路|机器人概念|风电|深股通|人工智能|氢能源|垃圾分类|医疗废物处理|储能|绿色电力|碳交易|生物质能发电|回购增持再贷款概念,51.1331,1.3495,1451923.9236,1406319.6548,1.8783,2.9216,19940408,20260331,0.6766,20260331,-40097893.94000006
000036.SZ,000036,华联控股,主板,深圳,全国地产,房地产(A股),融资融券|深股通|锂电池概念|物业管理|碳中和|盐湖提锂,107.87,1.4712,756658.2928,756206.8835,2.066,2.9447,19940617,20260331,3.6447,20260331,45362669.6
000037.SZ,000037,深南电A,主板,深圳,火力发电,公用事业(A股),固废处理|粤港澳大湾区|核电|储能|2025年报预增,36.9806,3.524,595529.4448,334841.2522,4.3084,7.2958,19940701,20260331,4.4527,20260331,-17497017.040000003
000039.SZ,000039,中集集团,主板,深圳,运输设备,工业(A股),中证500成份股|物联网|融资融券|海工装备|天然气|一带一路|冷链物流|机器人概念|粤港澳大湾区|核电|参股券商|风电|深股通|人工智能|航运概念|无人驾驶|雄安新区|可燃冰|智能物流|工业互联网|氢能源|数据中心|储能|统一大市场|机器视觉|同花顺出海50|商业航天|智谱AI|DeepSeek概念|AI应用,246.8906,1.1669,5451838.1092,2326722.6196,3.0853,3.9971,19940408,20260331,1.2109,20260331,-328547000.0
000042.SZ,000042,中洲控股,主板,深圳,全国地产,房地产(A股),融资融券|粤港澳大湾区|深股通|物业管理,,2.9159,660842.1522,660117.8621,1.6899,3.6247,19940921,20260331,1.0651,20260331,46450852.3
001914.SZ,001914,招商积余,主板,深圳,房产服务,房地产(A股),融资融券|智慧城市|充电桩|央企国企改革|深股通|医疗废物处理|物业管理|国企改革|回购增持再贷款概念,15.7113,0.9386,1028430.5814,1028426.8726,0.5817,1.5667,19940928,20260331,1.3292,20260331,-2028230191.6699998
000045.SZ,000045,深纺织Ａ,主板,深圳,元器件,工业(A股),粤港澳大湾区|深股通|深圳国企改革|虚拟现实|OLED|国企改革,89.2834,2.0349,610865.3499,551168.3499,1.6944,3.4733,19940815,20260331,4.0721,20260331,132174985.41
000048.SZ,000048,京基智农,主板,深圳,农业综合,日常消费品(A股),融资融券|文化传媒概念|机器人概念|粤港澳大湾区|猪肉|深股通|乡村振兴|养鸡|物业管理|人形机器人|IP经济(谷子经济),46.0847,1.8751,704214.828,703577.7864,1.1932,2.611,19941101,20260331,0.4631,20260331,19175408.1
000049.SZ,000049,德赛电池,主板,深圳,电气设备,信息技术(A股),物联网|融资融券|苹果概念|新能源汽车|智能穿戴|智能家居|机器人概念|粤港澳大湾区|5G|无人机|深股通|锂电池概念|小米概念|消费电子概念|华为概念|人民币贬值受益|无线耳机|储能|钠离子电池|比亚迪概念|固态电池|同花顺果指数|AI眼镜|华为手机,34.954,1.5023,1021599.9463,1021324.5935,2.075,3.8075,19950320,20260331,1.4274,20260331,236327677.64
000050.SZ,000050,深天马Ａ,主板,深圳,元器件,信息技术(A股),中证500成份股|融资融券|苹果概念|智能穿戴|智能家居|汽车电子|央企国企改革|深股通|虚拟现实|OLED|芯片概念|小米概念|消费电子概念|华为概念|柔性屏(折叠屏)|MiniLED|碳中和|电子纸|MicroLED概念|国企改革|智能座舱|回购增持再贷款概念,120.351,0.7499,2014386.4204,2014370.604,2.9565,5.2701,19950315,20260331,0.7247,20260331,1041817399.66
000055.SZ,000055,方大集团,主板,深圳,其他建材,工业(A股),融资融券|建筑节能|一带一路|粤港澳大湾区|光伏概念|高铁|乡村振兴|装配式建筑|物业管理|光伏建筑一体化|绿色电力|数字经济|房屋检测|DeepSeek概念|AI应用,,0.6686,373708.231,235197.3413,1.7667,2.35,19960415,20260331,1.1946,20260331,-96281330.74
000056.SZ,000056,*ST皇庭,主板,深圳,其他商业,工业(A股),物联网|ST板块|芯片概念|租售同权|智能物流|物业管理|固态电池,,,164371.4226,125618.9159,3.4974,4.374,19960708,20260331,0.1231,20260331,80343620.16
000058.SZ,000058,深赛格,主板,深圳,商品城,非日常生活消费品(A股),融资融券|创投|光伏概念|卫星导航|深股通|深圳国企改革|电子竞技|华为概念|物业管理|光伏建筑一体化|绿色电力|国企改革|商业航天|2025年报预增,130.4036,4.4411,904932.4939,723783.4252,1.017,3.4704,19961226,20260331,1.6705,20260331,-38117794.11
000059.SZ,000059,华锦股份,主板,辽宁,石油加工,原材料(A股),融资融券|煤化工概念|央企国企改革|深股通|石墨电极|化肥|国企改革,,0.75,730945.2394,730931.7351,1.48,2.7944,19970130,20260331,1.331,20260331,-1428036174.0900002
000060.SZ,000060,中金岭南,主板,深圳,铅锌,原材料(A股),中证500成份股|融资融券|黄金概念|小金属概念|期货概念|深股通|金属钴|金属镍|金属锌|金属铅|金属回收|金属铜|国企改革|DeepSeek概念,43.7605,1.7565,3508526.2418,3508481.8043,7.5373,10.7771,19970123,20260331,0.9979,20260331,-1382278475.1599998
000061.SZ,000061,农产品,主板,深圳,农业综合,日常消费品(A股),融资融券|食品安全|冷链物流|粤港澳大湾区|农村电商|证金持股|深股通|深圳国企改革|乡村振兴|农机|区块链|农业种植|统一大市场|国企改革|2026一季报预增,34.9061,1.5042,1300149.5847,1175274.3521,0.7421,1.8787,19970110,20260331,0.6524,20260331,-20089501.140000015
000062.SZ,000062,深圳华强,主板,深圳,元器件,信息技术(A股),中证500成份股|融资融券|智慧城市|创投|新能源汽车|互联网金融|机器人概念|粤港澳大湾区|汽车电子|证金持股|深股通|雄安新区|芯片概念|腾讯概念|华为概念|人民币贬值受益|华为海思概念股|第三代半导体|传感器|东数西算(算力)|比亚迪概念|共封装光学(CPO)|6G概念|存储芯片|华为昇腾|人形机器人|AI智能体|2025年报预增|2026一季报预增,76.0474,5.206,3520530.7779,3517133.6592,6.6261,18.9083,19970130,20260331,1.8334,20260331,-609439722.76
000063.SZ,000063,中兴通讯,主板,深圳,通信设备,信息技术(A股),沪深300样本股|物联网|融资融券|智慧城市|智能医疗|新能源汽车|智能穿戴|网络安全|机器人概念|粤港澳大湾区|汽车电子|5G|无人机|水利|卫星导航|车联网(车路协同)|证金持股|深股通|乡村振兴|虚拟现实|人工智能|量子科技|芯片概念|区块链|腾讯概念|百度概念|消费电子概念|国产操作系统|数据中心|抖音概念(字节概念)|同花顺漂亮100|储能|元宇宙|海峡两岸|汽车芯片|东数西算(算力)|数字经济|比亚迪概念|ChatGPT概念|6G概念|太赫兹|液冷服务器|星闪概念|多模态AI|低空经济|人形机器人|AI手机|商业航天|光纤概念|AI眼镜|AI智能体|DeepSeek概念|中国AI 50|AI应用,30.2625,2.2132,17000682.9884,14314165.8585,3.1274,4.1047,19971118,20260331,1.6573,20260331,-3086144000.0
000065.SZ,000065,北方国际,主板,北京,建筑工程,工业(A股),融资融券|新能源汽车|一带一路|无人机|水利|央企国企改革|风电|深股通|智能物流|人民币贬值受益|煤炭概念|绿色电力|新型城镇化|超超临界发电|虚拟电厂|国企改革|同花顺中特估100,20.1037,1.2991,1454125.5831,1220652.7846,2.4473,5.1249,19980605,20260331,1.4161,20260331,120290887.53
000066.SZ,000066,中国长城,主板,深圳,IT设备,信息技术(A股),智能电网|融资融券|智慧城市|海工装备|网络安全|粤港澳大湾区|汽车电子|5G|卫星导航|央企国企改革|车联网(车路协同)|深股通|军工|锂电池概念|人工智能|量子科技|中字头股票|军民融合|芯片概念|区块链|百度概念|消费电子概念|华为概念|国产操作系统|数据中心|钠离子电池|数据安全|东数西算(算力)|数字经济|华为鲲鹏|信创|国企改革|液冷服务器|AI PC|商业航天|DeepSeek概念|中国AI 50,,5.695,6225792.2398,6225311.1873,9.0519,15.1182,19970626,20260331,1.728,20260331,-796492122.81
000068.SZ,000068,华控赛格,主板,深圳,环境保护,原材料(A股),智慧城市|创投|粤港澳大湾区|PPP概念|锂电池概念|国企改革,,5.1764,303008.1107,303008.1107,1.6786,2.9473,19970611,20260331,0.7719,20260331,-28465994.55
000069.SZ,000069,华侨城Ａ,主板,深圳,全国地产,非日常生活消费品(A股),融资融券|旅游概念|粤港澳大湾区|央企国企改革|体育产业|参股券商|深股通|特色小镇|冰雪产业|物业管理|NFT概念|新型城镇化|国企改革|IP经济(谷子经济)|DeepSeek概念,,0.4611,1575400.5784,1352125.9491,0.4294,0.8649,19970910,20260331,1.3311,20260331,-1903972153.77
000070.SZ,000070,特发信息,主板,深圳,通信设备,信息技术(A股),智能电网|智慧城市|创投|特高压|一带一路|粤港澳大湾区|光伏概念|5G|高铁|无人机|大飞机|卫星导航|阿里巴巴概念|深股通|深圳国企改革|军工|人工智能|摘帽|腾讯概念|百度概念|华为概念|数据中心|抖音概念(字节概念)|物业管理|绿色电力|传感器|东数西算(算力)|智慧灯杆|国资云|F5G概念|信创|国企改革|成飞概念|共封装光学(CPO)|6G概念|算力租赁|低空经济|军工信息化|光纤概念,,18.7599,1513608.9101,1493275.2325,7.3955,12.1586,20000511,20260331,1.1093,20260331,208390533.63
000078.SZ,000078,ST海王,主板,深圳,医药商业,日常消费品(A股),冷链物流|粤港澳大湾区|医疗器械概念|医药电商|ST板块|仿制药一致性评价|流感|创新药|维生素,,3.2846,407824.1048,406908.4341,4.4505,8.2934,19981218,20260331,1.0004,20260331,6457161.16
000088.SZ,000088,盐田港,主板,深圳,港口,工业(A股),中证500成份股|融资融券|冷链物流|粤港澳大湾区|深股通|深圳国企改革|航运概念|雄安新区|华为概念|中俄贸易概念|统一大市场|国企改革,16.1638,1.271,2339767.5057,1423298.5695,0.62,1.1921,19970728,20260331,3.9048,20260331,-45197710.05000001
000089.SZ,000089,深圳机场,主板,深圳,机场,工业(A股),融资融券|粤港澳大湾区|跨境电商|证金持股|深股通|深圳国企改革|华为概念|国企改革,26.6301,1.1765,1398624.8051,1398624.8051,0.3991,0.9276,19980420,20260331,2.631,20260331,800322764.97
000090.SZ,000090,天健集团,主板,深圳,建筑工程,工业(A股),融资融券|机器人概念|粤港澳大湾区|深股通|深圳国企改革|人工智能|租售同权|数字孪生|物业管理|新型城镇化|国企改革,27.4295,0.5451,612882.9024,612845.5104,0.6137,1.0157,19990721,20260331,1.5598,20260331,-163688328.18
000096.SZ,000096,广聚能源,主板,深圳,石油贸易,能源(A股),粤港澳大湾区|深股通|数据中心|东数西算(算力)|国资云|虚拟电厂|国企改革,38.4071,1.5998,440880.0,426558.08,1.4719,3.2033,20000724,20260331,1.4617,20260331,-55633642.68
000099.SZ,000099,中信海直,主板,深圳,空运,工业(A股),融资融券|旅游概念|粤港澳大湾区|无人机|卫星导航|风电|深股通|军工|中字头股票|华为概念|数字经济|国企改革|飞行汽车(eVTOL)|低空经济|同花顺新质50,41.6198,2.331,1284675.3469,1284675.3469,1.1312,1.8432,20000731,20260331,5.8551,20260331,250556656.81
000100.SZ,000100,TCL科技,主板,广东,元器件,非日常生活消费品(A股),沪深300样本股|融资融券|粤港澳大湾区|光伏概念|深股通|虚拟现实|OLED|芯片概念|超级品牌|工业互联网|小米概念|消费电子概念|华为概念|柔性屏(折叠屏)|参股银行|MiniLED|绿色电力|硅能源|MicroLED概念|比亚迪概念|AI眼镜|回购增持再贷款概念|2025年报预增,21.4144,1.543,9672401.0379,8896373.7918,8.7563,9.0359,20040130,20260331,0.9745,20260331,6154702604.0
000151.SZ,000151,中成股份,主板,北京,商贸代理,工业(A股),融资融券|固废处理|污水处理|一带一路|京津冀一体化|光伏概念|央企国企改革|股权转让(并购重组)|中字头股票|人民币贬值受益|碳中和|储能|中俄贸易概念|国企改革,11.0374,4.5326,396875.0095,348274.14,1.9505,2.9571,20000906,20260331,1.1598,20260331,-128849143.3
000153.SZ,000153,丰原药业,主板,安徽,化学制药,医疗保健(A股),创投|参股银行|眼科医疗|仿制药一致性评价|流感|代糖概念|维生素,27.1569,1.237,269982.2883,266602.5968,1.5787,2.1616,20000920,20260331,0.8974,20260331,-20815902.73
000155.SZ,000155,川能动力,主板,四川,新型电力,公用事业(A股),中证500成份股|融资融券|固废处理|小金属概念|风电|深股通|锂电池概念|磷化工|储能|盐湖提锂|绿色电力|国企改革|西部大开发|回购增持再贷款概念,52.0239,2.4331,2614174.3723,2614174.3723,2.4177,3.9936,20000926,20260331,3.3688,20260331,-917143810.04
000156.SZ,000156,华数传媒,主板,浙江,影视音像,通讯业务(A股),物联网|融资融券|智慧城市|文化传媒概念|网络安全|智能家居|旅游概念|机器人概念|养老概念|5G|阿里巴巴概念|车联网(车路协同)|深股通|乡村振兴|虚拟现实|人工智能|智能音箱|腾讯概念|数字乡村|抖音概念(字节概念)|虚拟数字人|智慧政务|东数西算(算力)|数字经济|信创|AIGC概念|国企改革|算力租赁|短剧游戏|多模态AI|IP经济(谷子经济)|AI智能体|DeepSeek概念|AI应用,28.4428,0.874,1326699.6285,1217111.1279,0.737,1.4031,20000906,20260331,1.2617,20260331,-1235638611.7
000157.SZ,000157,中联重科,主板,湖南,工程机械,工业(A股),沪深300样本股|物联网|融资融券|高端装备|一带一路|机器人概念|无人机|水利|深股通|乡村振兴|农机|人工智能|无人驾驶|燃料电池|工业互联网|百度概念|氢能源|人民币贬值受益|绿色电力|东数西算(算力)|固态电池|新型工业化|人形机器人|高股息精选|雅下水电概念,13.2439,1.1033,6434510.2156,5259834.1824,0.901,1.3532,20001012,20260331,1.8089,20260331,434509034.00000006
000158.SZ,000158,常山北明,主板,河北,软件服务,信息技术(A股),融资融券|智慧城市|互联网金融|网络安全|充电桩|冷链物流|京津冀一体化|阿里巴巴概念|车联网(车路协同)|深股通|人工智能|区块链|腾讯概念|工业互联网|百度概念|华为概念|参股银行|数据中心|抖音概念(字节概念)|物业管理|鸿蒙概念|绿色电力|数据安全|智慧政务|东数西算(算力)|数字经济|国资云|华为鲲鹏|信创|国企改革|数据确权|ERP概念|算力租赁|华为昇腾|智谱AI|华为盘古|DeepSeek概念|云计算|AI应用,805.8451,5.0835,2695267.7916,2677218.9509,3.8592,5.8805,20000724,20260331,1.1233,20260331,-1586889077.17
000159.SZ,000159,国际实业,主板,新疆,石油贸易,能源(A股),融资融券|新疆振兴|特高压|一带一路|光伏概念|乡村振兴|金属铜|西部大开发,85.8521,1.5833,326385.7892,326373.9067,5.9581,7.7202,20000926,20260331,1.0975,20260331,-95824600.73
000301.SZ,000301,东方盛虹,主板,江苏,化纤,原材料(A股),沪深300样本股|融资融券|煤化工概念|光伏概念|碳纤维|深股通|锂电池概念|工业互联网|环氧丙烷|同花顺漂亮100|POE胶膜|回购增持再贷款概念,614.9233,2.3678,8224372.9128,8220510.982,0.225,0.705,20000529,20260331,0.4105,20260331,1997403874.0299997
000400.SZ,000400,许继电气,主板,河南,电气设备,工业(A股),中证500成份股|智能电网|融资融券|新疆振兴|特高压|高端装备|新能源汽车|充电桩|一带一路|光伏概念|央企国企改革|深股通|无线充电|电力物联网|氢能源|数据中心|储能|鸿蒙概念|抽水蓄能|换电概念|柔性直流输电|高压快充|虚拟电厂|国企改革|可控核聚变|人形机器人|DeepSeek概念,22.7338,2.1621,2653510.9586,2635481.7797,2.1996,3.5582,19970418,20260331,1.7881,20260331,-242924808.35000002
000401.SZ,000401,金隅冀东,主板,河北,水泥,原材料(A股),融资融券|固废处理|京津冀一体化|核电|深股通|化债概念(AMC概念)|雄安新区|水泥概念|绿色电力|国企改革,48.253,0.4021,1055312.2423,1044647.7901,0.3063,0.8482,19960614,20260331,0.836,20260331,-931584524.9200001
000402.SZ,000402,金融街,主板,北京,全国地产,房地产(A股),融资融券|京津冀一体化|参股券商|证金持股|深股通|特色小镇|装配式建筑|物业管理|碳中和|碳交易|国企改革,,0.4486,890701.1123,890618.8762,1.7768,3.6243,19960626,20260331,4.2856,20260331,-463241374.98999995
000403.SZ,000403,派林生物,主板,山西,生物制药,医疗保健(A股),融资融券|深股通|股权转让(并购重组)|肝炎概念|国企改革|DeepSeek概念,27.6098,1.4272,1157584.0161,1145752.9646,1.9683,3.1821,19960628,20260331,3.3727,20260331,-205627860.0
000404.SZ,000404,长虹华意,主板,江西,家用电器,工业(A股),融资融券|新能源汽车|智能家居|冷链物流|家用电器|深股通|锂电池概念|汽车热管理|国企改革|高股息精选|回购增持再贷款概念,12.8573,1.4404,636140.3248,633153.6178,6.385,9.2199,19960619,20260331,1.3672,20260331,58287487.56999999
000407.SZ,000407,胜利股份,主板,山东,供气供热,公用事业(A股),页岩气|天然气|地下管网|股权转让(并购重组)|俄乌冲突概念|新型城镇化|合成生物,24.3503,1.2264,379316.4867,377458.9224,2.6344,3.5258,19960703,20260331,0.6944,20260331,-123897679.44
000408.SZ,000408,藏格矿业,主板,青海,农药化肥,原材料(A股),沪深300样本股|融资融券|黄金概念|小金属概念|深股通|锂电池概念|盐湖提锂|化肥|金属铜|国企改革|西部大开发,34.3077,8.6416,13216537.8877,13216398.8917,1.3482,3.032,19960628,20260331,6.3429,20260331,-126460419.16
000409.SZ,000409,云鼎科技,主板,山东,软件服务,信息技术(A股),智能电网|物联网|煤化工概念|智能穿戴|网络安全|机器人概念|光伏概念|5G|卫星导航|深股通|人工智能|军民融合|腾讯概念|工业互联网|华为概念|数字孪生|国产操作系统|数据中心|鸿蒙概念|东数西算(算力)|数字经济|国企改革|ChatGPT概念|时空大数据|ERP概念|数据要素|空间计算|新型工业化|华为昇腾|多模态AI|华为盘古|AI智能体|DeepSeek概念|云计算|AI应用,85.7005,4.3016,706216.0262,615283.6861,7.0063,11.1381,19960627,20260331,2.7299,20260331,-187963029.7
000410.SZ,000410,沈阳机床,主板,辽宁,机床制造,工业(A股),融资融券|高端装备|职业教育|央企国企改革|深股通|股权转让(并购重组)|工业互联网|工业母机|国企改革|新型工业化|商业航天,,3.5644,1488779.0311,1107712.3031,1.0914,1.4674,19960718,20260331,1.5747,20260331,-313232392.11
000411.SZ,000411,英特集团,主板,浙江,医药商业,日常消费品(A股),冷链物流|医疗器械概念|跨境电商|医药电商|深股通|股权转让(并购重组)|医美概念|共同富裕示范区|数字经济|国企改革|减肥药,13.7145,1.2719,687421.4107,686066.6341,2.6249,8.1321,19960716,20260331,1.3491,20260331,-1497604092.82
