ts_code,csname,extname,cname,index_code,index_name,list_date,exchange
159500.SZ,富国中证500ETF,中证500ETF富国,富国中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20250829,SZ
159501.SZ,嘉实纳斯达克100ETF(QDII),纳指ETF嘉实,嘉实纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20230614,SZ
159502.SZ,嘉实标普生物科技精选行业ETF(QDII),标普生物科技ETF嘉实,嘉实标普生物科技精选行业交易型开放式指数证券投资基金(QDII),SPSIBI.OTH,标普生物科技精选行业指数,20240110,SZ
159505.SZ,博时国证2000ETF,国证2000ETF博时,博时国证2000交易型开放式指数证券投资基金,399303.SZ,国证2000指数,20231204,SZ
159506.SZ,富国恒生港股通创新药及医疗保健ETF,港股通创新药医疗ETF富国,富国恒生港股通创新药及医疗保健交易型开放式指数证券投资基金,HSSCHI.HI,恒生港股通创新药及医疗保健指数,20230703,SZ
159507.SZ,广发国证通信ETF,通信ETF广发,广发国证通信交易型开放式指数证券投资基金,399389.SZ,国证通信指数,20230621,SZ
159508.SZ,华安国证生物医药ETF,生物医药ETF华安,华安国证生物医药交易型开放式指数证券投资基金,399441.SZ,国证生物医药指数,20230714,SZ
159509.SZ,景顺长城纳斯达克科技ETF(QDII),纳指科技ETF景顺,景顺长城纳斯达克科技市值加权交易型开放式指数证券投资基金(QDII),NDXTMC.NASDAQ,纳斯达克科技市值加权指数,20230808,SZ
159510.SZ,华夏中证智选300价值稳健策略ETF,沪深300价值ETF华夏,华夏中证智选300价值稳健策略交易型开放式指数证券投资基金,931586.CSI,中证智选300价值稳健策略指数,20230816,SZ
159511.SZ,南方中证通信服务ETF,通信ETF南方,南方中证通信服务交易型开放式指数证券投资基金,000936.CSI,中证通信服务指数,20230807,SZ
159512.SZ,广发中证全指汽车ETF,汽车ETF广发,广发中证全指汽车交易型开放式指数证券投资基金,931008.CSI,中证全指汽车指数,20230725,SZ
159513.SZ,大成纳斯达克100ETF(QDII),纳斯达克100ETF大成,大成纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20230728,SZ
159515.SZ,鹏扬中证国有企业红利ETF,国企红利ETF鹏扬,鹏扬中证国有企业红利交易型开放式指数证券投资基金,000824.CSI,中证国有企业红利指数,20230906,SZ
159516.SZ,国泰中证半导体材料设备主题ETF,半导体设备ETF国泰,国泰中证半导体材料设备主题交易型开放式指数证券投资基金,931743.CSI,中证半导体材料设备主题指数,20230727,SZ
159517.SZ,800增强ETF,中证800增强ETF银华,银华中证800增强策略交易型开放式指数证券投资基金,000906.SH,中证800指数,20230905,SZ
159518.SZ,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),标普油气ETF嘉实,嘉实标普石油天然气勘探及生产精选行业交易型开放式指数证券投资基金(QDII),SPSIOP.OTH,标普石油与天然气的勘探与生产精选行业指数,20231115,SZ
159519.SZ,国泰中证香港内地国有企业ETF(QDII),港股国企ETF国泰,国泰中证香港内地国有企业交易型开放式指数证券投资基金(QDII),H11153.CSI,中证香港内地国有企业指数,20230831,SZ
159520.SZ,消费龙头ETF工银,消费龙头ETF工银,工银瑞信中证消费龙头交易型开放式指数证券投资基金,931068.CSI,中证消费龙头指数,20231031,SZ
159521.SZ,平安国证2000ETF,国证2000ETF平安,平安国证2000交易型开放式指数证券投资基金,399303.SZ,国证2000指数,20230907,SZ
159523.SZ,华夏中证智选300成长创新策略ETF,沪深300成长ETF华夏,华夏中证智选300成长创新策略交易型开放式指数证券投资基金,931589.CSI,中证智选300成长创新策略指数,20230919,SZ
159525.SZ,富国中证红利低波动ETF,红利低波ETF富国,富国中证红利低波动交易型开放式指数证券投资基金,H30269.CSI,中证红利低波动指数,20240520,SZ
159526.SZ,嘉实中证机器人ETF,机器人ETF嘉实,嘉实中证机器人交易型开放式指数证券投资基金,H30590.CSI,中证机器人指数,20240424,SZ
159527.SZ,广发中证云计算与大数据ETF,云计算ETF广发,广发中证云计算与大数据主题交易型开放式指数证券投资基金,930851.CSI,中证云计算与大数据主题指数,20240201,SZ
159528.SZ,富国中证国有企业改革ETF,国企改革ETF富国,富国中证国有企业改革交易型开放式指数证券投资基金,399974.SZ,中证国有企业改革指数,20240520,SZ
159529.SZ,景顺长城标普消费精选ETF(QDII),标普消费ETF景顺,景顺长城标普消费精选交易型开放式指数证券投资基金(QDII),SP5CSSUP.OTH,标普500消费精选指数,20240202,SZ
159530.SZ,易方达国证机器人产业ETF,机器人ETF易方达,易方达国证机器人产业交易型开放式指数证券投资基金,980022.SZ,国证机器人产业指数,20240118,SZ
159531.SZ,南方中证2000ETF,中证2000ETF南方,南方中证2000交易型开放式指数证券投资基金,932000.CSI,中证2000指数,20230918,SZ
159532.SZ,易方达中证2000ETF,中证2000ETF易方达,易方达中证2000交易型开放式指数证券投资基金,932000.CSI,中证2000指数,20230921,SZ
159533.SZ,博时中证2000ETF,中证2000ETF博时,博时中证2000交易型开放式指数证券投资基金,932000.CSI,中证2000指数,20240607,SZ
159535.SZ,嘉实中证2000ETF,中证2000ETF嘉实,嘉实中证2000交易型开放式指数证券投资基金,932000.CSI,中证2000指数,20230922,SZ
159536.SZ,汇添富中证2000ETF,中证2000ETF汇添富,汇添富中证2000交易型开放式指数证券投资基金,932000.CSI,中证2000指数,20230921,SZ
159537.SZ,国泰国证信息技术创新主题ETF,信创ETF国泰,国泰国证信息技术创新主题交易型开放式指数证券投资基金,CN5075.SZ,国证信息技术创新主题指数,20231010,SZ
159538.SZ,富国国证信息技术创新主题ETF,信创ETF富国,富国国证信息技术创新主题交易型开放式指数证券投资基金,CN5075.SZ,国证信息技术创新主题指数,20230922,SZ
159539.SZ,广发国证信创ETF,信创ETF广发,广发国证信息技术创新主题交易型开放式指数证券投资基金,CN5075.SZ,国证信息技术创新主题指数,20230928,SZ
159540.SZ,易方达国证信息技术创新主题ETF,信创ETF易方达,易方达国证信息技术创新主题交易型开放式指数证券投资基金,CN5075.SZ,国证信息技术创新主题指数,20230928,SZ
159541.SZ,万家创业板综合ETF,创业板综ETF万家,万家创业板综合交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,20231031,SZ
159542.SZ,大成中证工程机械ETF,工程机械ETF大成,大成中证工程机械主题交易型开放式指数证券投资基金,931752.CSI,中证工程机械主题指数,20240607,SZ
159543.SZ,国证2000ETF工银,国证2000ETF工银,工银瑞信国证2000交易型开放式指数证券投资基金,399303.SZ,国证2000指数,20231120,SZ
159545.SZ,易方达恒生港股通高股息低波动ETF,恒生红利低波ETF易方达,易方达恒生港股通高股息低波动交易型开放式指数证券投资基金,HSHYLV.HI,恒生港股通高股息低波动指数,20240415,SZ
159546.SZ,国泰中证全指集成电路ETF,集成电路ETF国泰,国泰中证全指集成电路交易型开放式指数证券投资基金,932087.CSI,中证全指集成电路指数,20231020,SZ
159547.SZ,华夏中证红利低波动ETF,红利低波ETF华夏,华夏中证红利低波动交易型开放式指数证券投资基金,H30269.CSI,中证红利低波动指数,20240206,SZ
159549.SZ,天弘中证红利低波动100ETF,红利低波ETF天弘,天弘中证红利低波动100交易型开放式指数证券投资基金,930955.CSI,中证红利低波动100指数,20231211,SZ
159550.SZ,互联网ETF沪港深,互联网ETF东财,东财中证沪港深互联网交易型开放式指数证券投资基金,930625.CSI,中证沪港深互联网指数,20250627,SZ
159551.SZ,国泰中证机器人ETF,机器人ETF国泰,国泰中证机器人交易型开放式指数证券投资基金,H30590.CSI,中证机器人指数,20231116,SZ
159552.SZ,招商中证2000增强策略ETF,中证2000增强ETF招商,招商中证2000增强策略交易型开放式指数证券投资基金,932000.CSI,中证2000指数,20240628,SZ
159553.SZ,海富通中证2000增强策略ETF,中证2000增强ETF海富通,海富通中证2000增强策略交易型开放式指数证券投资基金,932000.CSI,中证2000指数,20240415,SZ
159555.SZ,2000增强ETF,中证2000增强ETF银华,银华中证2000增强策略交易型开放式指数证券投资基金,932000.CSI,中证2000指数,20231212,SZ
159556.SZ,平安中证2000增强策略ETF,中证2000增强ETF平安,平安中证2000增强策略交易型开放式指数证券投资基金,932000.CSI,中证2000指数,20240110,SZ
159557.SZ,嘉实恒生医疗保健ETF(QDII),恒生医疗ETF嘉实,嘉实恒生医疗保健交易型开放式指数证券投资基金(QDII),HSHCI.HI,恒生医疗保健指数,20240522,SZ
159558.SZ,易方达中证半导体材料设备主题ETF,半导体设备ETF易方达,易方达中证半导体材料设备主题交易型开放式指数证券投资基金,931743.CSI,中证半导体材料设备主题指数,20240618,SZ
159559.SZ,景顺长城国证机器人产业ETF,机器人ETF景顺,景顺长城国证机器人产业交易型开放式指数证券投资基金,980022.SZ,国证机器人产业指数,20231212,SZ
159560.SZ,景顺长城中证芯片产业ETF,芯片ETF景顺,景顺长城中证芯片产业交易型开放式指数证券投资基金,H30007.CSI,中证芯片产业指数,20231120,SZ
159561.SZ,嘉实德国DAXETF(QDII),德国ETF嘉实,嘉实德国DAX交易型开放式指数证券投资基金(QDII),GDAXI.GY,德国法兰克福DAX指数,20240430,SZ
159562.SZ,华夏中证沪深港黄金产业股票ETF,黄金股ETF华夏,华夏中证沪深港黄金产业股票交易型开放式指数证券投资基金,931238.CSI,中证沪深港黄金产业股票指数,20240122,SZ
159563.SZ,华夏创业板综合ETF,创业板综ETF华夏,华夏创业板综合交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,20240223,SZ
159565.SZ,易方达中证汽车零部件主题ETF,汽车零部件ETF易方达,易方达中证汽车零部件主题交易型开放式指数证券投资基金,931230.CSI,中证汽车零部件主题指数,20240226,SZ
159566.SZ,易方达国证新能源电池ETF,储能电池ETF易方达,易方达国证新能源电池交易型开放式指数证券投资基金,980027.SZ,国证新能源电池指数,20240208,SZ
159567.SZ,港股创新药ETF,港股创新药ETF银华,银华国证港股通创新药交易型开放式指数证券投资基金,987018.SZ,国证港股通创新药指数,20240111,SZ
159568.SZ,博时港股通互联网ETF,港股互联网ETF博时,博时中证港股通互联网交易型开放式指数证券投资基金,931637.CSI,中证港股通互联网指数,20240227,SZ
159569.SZ,景顺长城国证港股通红利低波动率ETF,港股红利低波ETF景顺,景顺长城国证港股通红利低波动率交易型开放式指数证券投资基金,987016.SZ,国证港股通红利低波动率指数,20240822,SZ
159570.SZ,汇添富国证港股通创新药ETF,港股通创新药ETF汇添富,汇添富国证港股通创新药交易型开放式指数证券投资基金,987018.SZ,国证港股通创新药指数,20240122,SZ
159571.SZ,富国创业板中盘200ETF,创业板200ETF富国,富国创业板中盘200交易型开放式指数证券投资基金,399019.SZ,创业板中盘200指数,20240102,SZ
159572.SZ,易方达创业板中盘200ETF,创业板200ETF易方达,易方达创业板中盘200交易型开放式指数证券投资基金,399019.SZ,创业板中盘200指数,20231225,SZ
159573.SZ,华夏创业板中盘200ETF,创业板200ETF华夏,华夏创业板中盘200交易型开放式指数证券投资基金,399019.SZ,创业板中盘200指数,20231225,SZ
159575.SZ,创业板200ETF银华,创业板200ETF银华,银华创业板中盘200交易型开放式指数证券投资基金,399019.SZ,创业板中盘200指数,20240102,SZ
159576.SZ,广发深证100ETF,深证100ETF广发,广发深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,20240103,SZ
159577.SZ,汇添富MSCI美国50ETF,美国50ETF汇添富,汇添富MSCI美国50交易型开放式指数证券投资基金(QDII),750108.MI,MSCI美国50指数,20240223,SZ
159578.SZ,南方深证主板50ETF,深证主板50ETF南方,南方深证主板50交易型开放式指数证券投资基金,399750.SZ,深证主板50指数,20240607,SZ
159581.SZ,万家中证红利ETF,红利ETF万家,万家中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20240315,SZ
159582.SZ,博时中证半导体产业ETF,半导体ETF博时,博时中证半导体产业交易型开放式指数证券投资基金,931865.CSI,中证半导体产业指数,20240416,SZ
159583.SZ,富国中证通信设备主题ETF,通信ETF富国,富国中证通信设备主题交易型开放式指数证券投资基金,931271.CSI,中证通信设备主题指数,20240708,SZ
159586.SZ,南方中证全指计算机ETF,计算机ETF南方,南方中证全指计算机交易型开放式指数证券投资基金,H30182.CSI,中证全指计算机指数,20240315,SZ
159587.SZ,广发国证粮食产业ETF,粮食ETF广发,广发国证粮食产业交易型开放式指数证券投资基金,399365.SZ,国证粮食产业指数,20240821,SZ
159588.SZ,景顺长城国证石油天然气ETF,石油ETF景顺,景顺长城国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,20240531,SZ
159589.SZ,广发中证红利ETF,红利ETF广发,广发中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20240326,SZ
159590.SZ,汇添富中证全指软件ETF,软件ETF汇添富,汇添富中证全指软件交易型开放式指数证券投资基金,H30202.CSI,中证全指软件指数,20241106,SZ
159591.SZ,富国中证A50ETF,A50ETF富国,富国中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,20240318,SZ
159592.SZ,A50ETF基金,A50ETF银华,银华中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,20240318,SZ
159593.SZ,平安中证A50ETF,中证A50ETF平安,平安中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,20240312,SZ
159595.SZ,大成中证A50ETF,中证A50ETF大成,大成中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,20240318,SZ
159596.SZ,华宝中证A50ETF,A50ETF华宝,华宝中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,20240318,SZ
159597.SZ,易方达创业板成长ETF,创业板成长ETF易方达,易方达创业板成长交易型开放式指数证券投资基金,399667.SZ,创业板成长指数,20240527,SZ
159599.SZ,芯片ETF基金,芯片ETF东财,东财中证芯片产业交易型开放式指数证券投资基金,H30007.CSI,中证芯片产业指数,20240508,SZ
159600.SZ,嘉实中证AAA科技创新公司债ETF,科创债ETF嘉实,嘉实中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250717,SZ
159601.SZ,华夏MSCI中国A50互联互通ETF,A50ETF华夏,华夏MSCI中国A50互联互通交易型开放式指数证券投资基金,746059.MI,MSCI中国A50互联互通(人民币)指数,20211108,SZ
159602.SZ,南方MSCI中国A50互联互通ETF,中国A50ETF南方,南方MSCI中国A50互联互通交易型开放式指数证券投资基金,746059.MI,MSCI中国A50互联互通(人民币)指数,20211108,SZ
159603.SZ,天弘中证科创创业50ETF,科创创业ETF天弘,天弘中证科创创业50交易型开放式指数证券投资基金,931643.CSI,中证科创创业50指数,20220608,SZ
159605.SZ,广发中证海外中国互联网30(QDII-ETF),中概互联ETF广发,广发中证海外中国互联网30交易型开放式指数证券投资基金(QDII),930604.CSI,中证海外中国互联网30指数,20211202,SZ
159606.SZ,易方达中证500质量成长ETF,中证500成长ETF易方达,易方达中证500质量成长交易型开放式指数证券投资基金,930939.CSI,中证500质量成长指数,20211229,SZ
159607.SZ,嘉实中证海外中国互联网30ETF(QDII),中概互联网ETF嘉实,嘉实中证海外中国互联网30交易型开放式指数证券投资基金(QDII),930604.CSI,中证海外中国互联网30指数,20211202,SZ
159608.SZ,广发中证稀有金属ETF,稀有金属ETF广发,广发中证稀有金属主题交易型开放式指数证券投资基金,930632.CSI,中证稀有金属主题指数,20211223,SZ
159609.SZ,浦银安盛中证光伏产业ETF,光伏ETF浦银,浦银安盛中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20220708,SZ
159610.SZ,景顺长城中证500增强策略ETF,中证500增强ETF景顺,景顺长城中证500增强策略交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20220110,SZ
159611.SZ,广发中证全指电力ETF,电力ETF广发,广发中证全指电力公用事业交易型开放式指数证券投资基金,H30199.CSI,中证全指电力公用事业指数,20220107,SZ
159612.SZ,国泰标普500ETF,标普500ETF国泰,国泰标普500交易型开放式指数证券投资基金(QDII),SPX.UN,标普500指数,20220520,SZ
159613.SZ,嘉实中证信息安全主题ETF,信息安全ETF嘉实,嘉实中证信息安全主题交易型开放式指数证券投资基金,399994.SZ,中证信息安全主题指数,20220127,SZ
159615.SZ,南方恒生生物科技ETF(QDII),恒生生物科技ETF南方,南方恒生生物科技交易型开放式指数证券投资基金(QDII),HSBIO.HI,恒生生物科技指数,20220628,SZ
159616.SZ,建信中证农牧主题ETF,农牧ETF建信,建信中证农牧主题交易型开放式指数证券投资基金,931778.CSI,中证农牧主题指数,20220808,SZ
159617.SZ,华夏中证智选500价值稳健策略ETF,中证500价值ETF华夏,华夏中证智选500价值稳健策略交易型开放式指数证券投资基金,931587.CSI,中证智选500价值稳健策略指数,20220630,SZ
159618.SZ,华安中证光伏产业ETF,光伏ETF华安,华安中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20220422,SZ
159619.SZ,国泰中证基建ETF,基建ETF国泰,国泰中证基建交易型开放式指数证券投资基金,930608.CSI,中证基建指数,20220218,SZ
159620.SZ,华夏中证智选500成长创新策略ETF,中证500成长ETF华夏,华夏中证智选500成长创新策略交易型开放式指数证券投资基金,931590.CSI,中证智选500成长创新策略指数,20220805,SZ
159621.SZ,国泰MSCI中国A股ESG通用ETF,ESGETF国泰,国泰MSCI中国A股ESG通用交易型开放式指数证券投资基金,721638.MI,MSCI中国A股(人民币)ESG通用指数,20220909,SZ
159622.SZ,创新药ETF沪港深,创新药ETF东财,东财中证沪港深创新药产业交易型开放式指数证券投资基金,931409.CSI,中证沪港深创新药产业指数,20230509,SZ
159623.SZ,博时成渝经济圈ETF,成渝经济圈ETF博时,博时中证成渝地区双城经济圈成份交易型开放式指数证券投资基金,931695.CSI,中证成渝地区双城经济圈成份指数,20220909,SZ
159625.SZ,嘉实国证绿色电力ETF,绿色电力ETF嘉实,嘉实国证绿色电力交易型开放式指数证券投资基金,399438.SZ,国证绿色电力指数,20220429,SZ
159627.SZ,华夏中证A100ETF,A100ETF华夏,华夏中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20221130,SZ
159628.SZ,万家国证2000ETF,国证2000ETF万家,万家国证2000交易型开放式指数证券投资基金,399303.SZ,国证2000指数,20220718,SZ
159629.SZ,富国中证1000ETF,中证1000ETF富国,富国中证1000交易型开放式指数证券投资基金,000852.SH,中证1000指数,20220803,SZ
159630.SZ,汇添富中证A100ETF,A100ETF汇添富,汇添富中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20221101,SZ
159631.SZ,招商中证A100ETF,A100ETF招商,招商中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20220826,SZ
159632.SZ,华安纳斯达克100ETF(QDII),纳斯达克ETF华安,华安纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20220803,SZ
159633.SZ,易方达中证1000ETF,中证1000ETF易方达,易方达中证1000交易型开放式指数证券投资基金,000852.SH,中证1000指数,20220804,SZ
159635.SZ,华夏中证基建ETF,基建ETF华夏,华夏中证基建交易型开放式指数证券投资基金,930608.CSI,中证基建指数,20220712,SZ
159636.SZ,港股通科技30ETF工银,港股通科技30ETF工银,工银瑞信国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20220720,SZ
159637.SZ,新能源车龙头ETF,新能源车ETF东财,东财中证新能源汽车交易型开放式指数证券投资基金,399976.SZ,中证新能源汽车指数,20220901,SZ
159638.SZ,嘉实中证高端装备细分50ETF,高端装备ETF嘉实,嘉实中证高端装备细分50交易型开放式指数证券投资基金,931521.CSI,中证高端装备细分50指数,20220812,SZ
159639.SZ,南方中证上海环交所碳中和ETF,碳中和ETF南方,南方中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,20220719,SZ
159640.SZ,碳中和龙头ETF工银,碳中和龙头ETF工银,工银瑞信中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,20220721,SZ
159641.SZ,招商中证上海环交所碳中和ETF,碳中和ETF招商,招商中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,20220722,SZ
159642.SZ,大成中证上海环交所碳中和ETF,碳中和ETF大成,大成中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,20220721,SZ
159643.SZ,国泰国证疫苗与生物科技ETF,疫苗ETF国泰,国泰国证疫苗与生物科技交易型开放式指数证券投资基金,980015.SZ,国证疫苗与生物科技指数,20220822,SZ
159645.SZ,富国国证疫苗与生物科技ETF,疫苗ETF富国,富国国证疫苗与生物科技交易型开放式指数证券投资基金,980015.SZ,国证疫苗与生物科技指数,20220926,SZ
159647.SZ,中药ETF,中药ETF鹏华,鹏华中证中药交易型开放式指数证券投资基金,930641.CSI,中证中药指数,20220728,SZ
159649.SZ,华安中债1-5年国开行债券ETF,国开债ETF华安,华安中债1-5年国开行债券交易型开放式指数证券投资基金,CBA08303.OTH,中债-1-5年国开行债券指数(全价),20221024,SZ
159650.SZ,博时中债0-3年国开行ETF,国开债ETF博时,博时中债0-3年国开行债券交易型开放式指数证券投资基金,CBA11901.OTH,中债-0-3年国开行债券指数,20221028,SZ
159651.SZ,平安中债-0-3年国开行债券ETF,国开债ETF平安,平安中债-0-3年国开行债券交易型开放式指数证券投资基金,CBA11901.OTH,中债-0-3年国开行债券指数,20221116,SZ
159652.SZ,汇添富中证细分有色金属产业主题ETF,有色ETF汇添富,汇添富中证细分有色金属产业主题交易型开放式指数证券投资基金,000811.CSI,中证细分有色金属产业主题指数,20230208,SZ
159653.SZ,国联安ESG300ETF,ESG300ETF国联安,国联安国证ESG300交易型开放式指数证券投资基金,399378.SZ,国证ESG300指数,20230324,SZ
159655.SZ,华夏标普500ETF(QDII),标普500ETF华夏,华夏标普500交易型开放式指数证券投资基金(QDII),SPX.UN,标普500指数,20221025,SZ
159656.SZ,万家沪深300成长ETF,沪深300成长ETF万家,万家沪深300成长交易型开放式指数证券投资基金,000918.CSI,沪深300成长指数,20230116,SZ
159657.SZ,生物疫苗ETF,疫苗ETF鹏华,鹏华国证疫苗与生物科技交易型开放式指数证券投资基金,980015.SZ,国证疫苗与生物科技指数,20230313,SZ
159658.SZ,华安中证数字经济主题ETF,数字经济ETF华安,华安中证数字经济主题交易型开放式指数证券投资基金,931582.CSI,中证数字经济主题指数,20221012,SZ
159659.SZ,招商纳斯达克100ETF(QDII),纳斯达克100ETF招商,招商纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20230425,SZ
159660.SZ,汇添富纳斯达克100ETF,纳指ETF汇添富,汇添富纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20230417,SZ
159661.SZ,嘉实中证A100ETF,A100ETF嘉实,嘉实中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20231201,SZ
159662.SZ,南方国证交通运输行业ETF,交运ETF南方,南方国证交通运输行业交易型开放式指数证券投资基金,399433.SZ,国证交通运输行业指数,20221201,SZ
159663.SZ,华夏中证机床ETF,机床ETF华夏,华夏中证机床交易型开放式指数证券投资基金,931866.CSI,中证机床指数,20221026,SZ
159665.SZ,半导体龙头ETF工银,半导体龙头ETF工银,工银瑞信国证半导体芯片交易型开放式指数证券投资基金,980017.SZ,国证半导体芯片指数,20230106,SZ
159666.SZ,华夏中证全指运输ETF,交通运输ETF华夏,华夏中证全指运输交易型开放式指数证券投资基金,H30171.CSI,中证全指运输指数,20230213,SZ
159667.SZ,国泰中证机床ETF,工业母机ETF国泰,国泰中证机床交易型开放式指数证券投资基金,931866.CSI,中证机床指数,20221026,SZ
159669.SZ,国泰国证绿色电力ETF,绿色电力ETF国泰,国泰国证绿色电力交易型开放式指数证券投资基金,399438.SZ,国证绿色电力指数,20230111,SZ
159670.SZ,国联安消费50ETF,消费50ETF国联安,国联安中证消费50交易型开放式指数证券投资基金,931139.CSI,中证消费50指数,20230509,SZ
159671.SZ,稀有金属ETF工银,稀有金属ETF工银,工银瑞信中证稀有金属主题交易型开放式指数证券投资基金,930632.CSI,中证稀有金属主题指数,20230310,SZ
159672.SZ,博时主要消费ETF,消费ETF博时,博时中证主要消费交易型开放式指数证券投资基金,000932.SH,中证主要消费指数,20230403,SZ
159673.SZ,鹏华沪深300ETF,沪深300ETF鹏华,鹏华沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20230717,SZ
159675.SZ,嘉实创业板增强策略ETF,创业板增强ETF嘉实,嘉实创业板增强策略交易型开放式指数证券投资基金,399006.SZ,创业板指数,20221202,SZ
159676.SZ,富国创业板增强策略ETF,创业板增强ETF富国,富国创业板增强策略交易型开放式指数证券投资基金,399006.SZ,创业板指数,20230412,SZ
159677.SZ,1000增强ETF,中证1000增强ETF银华,银华中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,20221205,SZ
159678.SZ,博时中证500增强ETF,500增强ETF博时,博时中证500增强策略交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20230227,SZ
159679.SZ,国泰中证1000增强策略ETF,中证1000增强ETF国泰,国泰中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,20230222,SZ
159680.SZ,招商中证1000增强策略ETF,中证1000增强ETF招商,招商中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,20221130,SZ
159681.SZ,创50ETF,创业板50ETF鹏华,鹏华创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,20230103,SZ
159682.SZ,景顺长城创业板50ETF,创业板50ETF景顺,景顺长城创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,20230103,SZ
159685.SZ,天弘中证1000增强策略ETF,1000增强ETF天弘,天弘中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,20230403,SZ
159686.SZ,易方达中证A100ETF,A100ETF易方达,易方达中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20230719,SZ
159687.SZ,南方基金南方东英富时亚太精选ETF(QDII),亚太精选ETF南方,南方基金南方东英富时亚太精选交易型开放式指数证券投资基金(QDII),GPCSP006.OTH,富时亚太精选指数,20221230,SZ
159688.SZ,华安恒生互联网科技业ETF(QDII),恒生互联网ETF华安,华安恒生互联网科技业交易型开放式指数证券投资基金(QDII),HSIII.HI,恒生互联网科技业指数,20230215,SZ
159689.SZ,南方中证主要消费ETF,消费ETF南方,南方中证主要消费交易型开放式指数证券投资基金,000932.SH,中证主要消费指数,20230313,SZ
159690.SZ,招商中证有色金属矿业主题ETF,有色矿业ETF招商,招商中证有色金属矿业主题交易型开放式指数证券投资基金,931892.CSI,中证有色金属矿业主题指数,20230706,SZ
159691.SZ,港股红利ETF工银,港股红利ETF工银,工银瑞信中证港股通高股息精选交易型开放式指数证券投资基金,930839.CSI,中证港股通高股息精选指数,20230421,SZ
159692.SZ,证券ETF东财,证券ETF东财,东财中证证券公司30交易型开放式指数证券投资基金,931412.CSI,中证证券公司30指数,20230523,SZ
159695.SZ,嘉实国证通信ETF,通信ETF嘉实,嘉实国证通信交易型开放式指数证券投资基金,399389.SZ,国证通信指数,20230510,SZ
159696.SZ,易方达纳斯达克100ETF(QDII),纳指ETF易方达,易方达纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20230825,SZ
159697.SZ,油气ETF,石油ETF鹏华,鹏华国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,20230504,SZ
159698.SZ,粮食ETF,粮食ETF鹏华,鹏华国证粮食产业交易型开放式指数证券投资基金,399365.SZ,国证粮食产业指数,20230818,SZ
159699.SZ,广发恒生消费(QDII-ETF),恒生消费ETF广发,广发恒生消费交易型开放式指数证券投资基金(QDII),HSCGSI.HI,恒生消费指数,20230823,SZ
